asset_id,ticker,exit_type,exit_status,exit_announcement_date,last_trading_date,exit_valuation_date,exit_effective_date,settlement_date,exit_price_per_share,exit_total_value,shares_at_exit,last_observed_price_before_exit,last_observed_market_cap_before_exit,payout_source,source_reference,notes,is_confirmed,data_quality_flag,terminal_price,terminal_value,terminal_price_source,terminal_price_quality,terminal_return,exit_premium_vs_last_trade,exit_return_vs_offering,annualized_exit_return
sec-rally-80lc1,80LC1,other,settled,2024-03-13,2024-03-13,2024-03-13,2024-03-13,2024-03-13,,1181250.0,5000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,236.25,1181250.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.860236220472441,
sec-rally-80lc1,80LC1,other,settled,2024-03-13,2024-03-13,2024-03-13,2024-03-13,2024-03-13,,1181250.0,5000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,,True,,236.25,1181250.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.860236220472441,
sec-rally-80lc1,80LC1,other,settled,2024-03-21,2024-03-21,2024-03-21,2024-03-21,2024-03-21,,1181250.0,5000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000003/series80lc1form1u.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000003/series80lc1form1u.htm,,True,,236.25,1181250.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.860236220472441,
sec-rally-34gehrig,34GEHRIG,other,settled,2024-03-31,2024-03-31,2024-03-31,2024-03-31,2024-03-31,,86000.0,5000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,17.2,86000.0,confirmed_total_payout_divided_by_shares,confirmed,,,1.4571428571428569,
sec-rally-99mjretro,99MJRETRO,other,settled,2024-03-31,2024-03-31,2024-03-31,2024-03-31,2024-03-31,,38000.0,10000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,3.8,38000.0,confirmed_total_payout_divided_by_shares,confirmed,,,-0.24,
sec-rally-85jordan2,85JORDAN2,other,settled,2024-04-11,2024-04-11,2024-04-11,2024-04-11,2024-04-11,,437500.0,20000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,21.875,437500.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.5625,
sec-rally-nasa1,NASA1,other,settled,2024-04-25,2024-04-25,2024-04-25,2024-04-25,2024-04-25,,349627.0,10000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,34.9627,349627.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.16542333333333326,
sec-rally-punchout,PUNCHOUT,other,settled,2024-05-02,2024-05-02,2024-05-02,2024-05-02,2024-05-02,,100000.0,10000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,10.0,100000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.11111111111111116,
sec-rally-33ruth,33RUTH,other,settled,2024-06-02,2024-06-02,2024-06-02,2024-06-02,2024-06-02,,180000.0,2000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,90.0,180000.0,confirmed_total_payout_divided_by_shares,confirmed,,,1.3376623376623376,
sec-rally-pokemon1,POKEMON1,other,settled,2024-06-02,2024-06-02,2024-06-02,2024-06-02,2024-06-02,,260005.0,5000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,52.001,260005.0,confirmed_total_payout_divided_by_shares,confirmed,,,1.08004,
