date,universe,category,weighting_method,asset_id,ticker,constituent_status,units_held,price,price_source,position_value,portfolio_weight,entry_date,exit_date,terminal_proceeds,realized_pl,rebalance_trade_value
2025-02-28,full_market,all,equal_weight,rally-macallan3,MACALLAN3,included_in_index,0.7034520062157594,6.3,asof_observed_or_offering,4.431747639159284,0.04347826086956522,2022-07-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-megalodon,MEGALODON,included_in_index,0.8548003290342123,5.0,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2021-10-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-mosasaur,MOSASAUR,included_in_index,0.7770912082129203,5.5,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2021-02-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-birkinbor,BIRKINBOR,included_in_index,0.21370008225855308,20.0,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2020-02-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-birkintan,BIRKINTAN,included_in_index,0.2220260594894058,19.25,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2020-06-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-himalaya,HIMALAYA,included_in_index,0.07914817861427892,54.0,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2020-05-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-soblack,SOBLACK,included_in_index,0.15156034202734261,28.2,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2020-09-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-79stella,79STELLA,included_in_index,1.0685004112927654,4.0,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2020-10-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-93daytona,93DAYTONA,included_in_index,0.24146901950118993,17.7,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2020-09-01,,0.0,0.0,
2025-03-31,full_market,all,equal_weight,rally-bondwatch,BONDWATCH,included_in_index,1.5541824164258407,2.75,asof_observed_or_offering,4.274001645171062,0.043478260869565195,2022-01-01,,0.0,0.0,
