series_id,cik,accession_number,filing_type,filing_date,filing_url,series_name,asset_name,offering_price,shares,acquisition_cost,offering_expenses,status,source_confidence
0001688804-0001688804-25-000007-Series #THEROCK,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #THEROCK,1997 Panini WWF Superstars Stickers #113 Rocky Maivia Card graded PSA GEM MT 10,12.0,1000.0,,4159.0,closed,0.88
0001688804-0001688804-25-000007-Series #04MESSI2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #04MESSI2,2004 Panini Sports Mega Cracks Campeon #35 Lionel Messi Rookie Card graded PSA GEM MT 10,7.0,5000.0,,1569.0,closed,0.88
0001688804-0001688804-25-000007-Series #09RBLEROY,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #09RBLEROY,"One case of twelve (12) bottles of 2009 Richebourg, Domaine Leroy",25.0,4300.0,,8590.0,closed,0.88
0001688804-0001688804-25-000007-Series #XLXMEN1,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #XLXMEN1,1975 Giant Size X-Men #1 Comic Book published by Marvel graded CGC 9.8,8.0,8000.0,,5260.0,closed,0.88
0001688804-0001688804-25-000007-Series #03LEBRON5,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #03LEBRON5,2003 Topps Chrome #111 LeBron James Black Refractor Rookie Card graded PSA MINT 9,10.0,8500.0,,9323.0,closed,0.88
0001688804-0001688804-25-000007-Series #SLASH,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #SLASH,Exact aged replica of Slash’s original Factory Black 1966 Gibson Doubleneck Guitar built as a prototype for the Slash EDS-1275 Doubleneck,5.0,13000.0,,13250.0,closed,0.88
0001688804-0001688804-25-000007-Series #METEORITE,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #METEORITE,Lunar Meteorite Specimen Feldspathic Lunar Anorthositic Breccia from the Moon,20.0,17500.0,,68645.0,closed,0.88
0001688804-0001688804-25-000007-Series #89TMNT,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #89TMNT,1989 NES Teenage Mutant Ninja Turtles Video Game graded Wata 9.4 A,11.0,2000.0,,633.0,closed,0.88
0001688804-0001688804-25-000007-Series #00BRADY2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #00BRADY2,2000 SP Authentic #118 Tom Brady Rookie Card graded BGS PRISTINE 10,10.0,32500.0,,5160.0,closed,0.88
0001688804-0001688804-25-000007-Series #NESWWF,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #NESWWF,1989 NES WWF Wrestlemania Video Game graded Wata 9.6 A+,3.0,6000.0,,1635.0,closed,0.88
0001688804-0001688804-25-000007-Series #PUNK9670,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #PUNK9670,Number 9670 Female CryptoPunk NFT,10.0,7200.0,,8040.0,closed,0.88
0001688804-0001688804-25-000007-Series #18ALLEN,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #18ALLEN,2018 National Treasures #163 Josh Allen Autographed Jersey Rookie Card graded BGS 9.5,3.0,12000.0,,2040.0,closed,0.88
0001688804-0001688804-25-000007-Series #CASTLEII,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #CASTLEII,1988 NES Castlevania II: Simon’s Quest Video Game graded Wata 9.6 A+,9.0,2000.0,,1635.0,closed,0.88
0001688804-0001688804-25-000007-Series #36OWENS,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #36OWENS,Four Tickets From Jesse Owens' Gold Medal Events in the 1936 Berlin Olympics,10.0,2500.0,,2603.0,exit,0.88
0001688804-0001688804-25-000007-Series #BAYC601,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #BAYC601,Number 601 Bored Ape Yacht Club NFT with Sea Captain’s Hat,10.0,16500.0,,17686.0,closed,0.88
0001688804-0001688804-25-000007-Series #60MANTLE,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #60MANTLE,1960 Signed Mickey Mantle Game-Worn Road Jersey Graded MEARS A10,20.0,42500.0,,34525.0,closed,0.88
0001688804-0001688804-25-000007-Series #PUNK8103,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #PUNK8103,Number 8103 Male CryptoPunk NFT,9.33,60000.0,,49404.0,closed,0.88
0001688804-0001688804-25-000007-Series #GHOST1,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #GHOST1,1973 Ghost Rider #1 Comic Book published by Marvel graded CGC 9.8,7.0,2000.0,,1199.0,closed,0.88
0001688804-0001688804-25-000007-Series #KIRBY,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #KIRBY,1992 GameBoy Kirby’s Dream Land Video Game graded Wata 9.8 A++,6.0,10000.0,,8215.0,closed,0.88
0001688804-0001688804-25-000007-Series #20HERBERT,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #20HERBERT,2020 National Treasures #158 Justin Herbert Autographed Patch Rookie Card graded BGS 9.5,7.0,10000.0,,8090.0,exit,0.88
0001688804-0001688804-25-000007-Series #HENDERSON,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #HENDERSON,1980 Topps #482 Rickey Henderson Rookie Card graded PSA GEM MINT 10,5.0,27000.0,,188.0,exit,0.88
0001688804-0001688804-25-000007-Series #03RONALDO,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #03RONALDO,2003 Panini #137 Cristiano Ronaldo Rookie Card graded PSA 10,14.0,12500.0,,14556.0,exit,0.88
0001688804-0001688804-25-000007-Series #BROSGRIMM,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #BROSGRIMM,1837 Third Edition Presentation Copy of Grimms' Fairy Tales by the Brothers Grimm inscribed to contributor and friend Malchen Hassenpflug,27.0,5000.0,,19304.0,closed,0.88
0001688804-0001688804-25-000007-Series #HONUS2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #HONUS2,1910 Tip-Top Bread Honus Wagner Card graded PSA 5,10.0,10000.0,,11944.0,exit,0.88
0001688804-0001688804-25-000007-Series #MARX,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #MARX,1867 First Edition Das Kapital By Karl Marx,15.0,8000.0,,12200.0,closed,0.88
0001688804-0001688804-25-000007-Series #MEEB15511,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #MEEB15511,Number 15511 Pig Meebit,5.0,15000.0,,5405.0,closed,0.88
0001688804-0001688804-25-000007-Series #90BATMAN,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #90BATMAN,1990 NES Batman Video Game graded Wata 9.8 A+,5.9,10000.0,,7225.0,closed,0.88
0001688804-0001688804-25-000007-Series #09HARDEN,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #09HARDEN,2009 Topps Chrome Refractor #99 James Harden Rookie Card graded PSA GEM MT 10,13.0,2000.0,,1484.0,closed,0.88
0001688804-0001688804-25-000007-Series #SIMPSONS1,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #SIMPSONS1,1991 NES Simpsons: Bart vs. The Space Mutants Video Game graded Wata 9.6 A+,9.25,2000.0,,2130.0,closed,0.88
0001688804-0001688804-25-000007-Series #SPIDER129,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #SPIDER129,1974 Amazing Spider-Man #129 Comic Book published by Marvel graded CGC 9.8,4.0,10000.0,,2454.0,closed,0.88
0001688804-0001688804-25-000007-Series #93JETER,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #93JETER,1993 SP Foil #279 Derek Jeter Rookie Card graded BGS 9.5,16.0,1000.0,,375.0,closed,0.88
0001688804-0001688804-25-000007-Series #NESDK3,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #NESDK3,1986 NES Donkey Kong 3 Video Game graded Wata 9.4 A+,5.0,22800.0,,11320.0,closed,0.88
0001688804-0001688804-25-000007-Series #BAYC7359,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #BAYC7359,Number 7359 Bored Ape Yacht Club NFT with Space Suit,10.0,19000.0,,20773.0,exit,0.88
0001688804-0001688804-25-000007-Series #CURIO10,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #CURIO10,Set of Curio Cards NFTs Numbered One to Ten,7.5,10000.0,,5868.0,closed,0.88
0001688804-0001688804-25-000007-Series #WILDTHING,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #WILDTHING,1963 First Edition Inscribed copy of Where The Wild Things Are by Maurice Sendak,9.0,2000.0,,1573.0,closed,0.88
0001688804-0001688804-25-000007-Series #1776,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #1776,"July 16, 1776 Exeter, New Hampshire broadside of the Declaration of Independence",25.0,80000.0,,507945.0,closed,0.88
0001688804-0001688804-25-000007-Series #MACALLAN1,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #MACALLAN1,30 Year Old Macallan Sherry Oak Blue Label Single Malt Scotch Whisky,13.25,1000.0,,104.0,closed,0.88
0001688804-0001688804-25-000007-Series #98JORDAN2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #98JORDAN2,1998 Upper Deck Michael Jordan Jersey Autograph Card graded BGS GEM MINT 9.5,20.0,16500.0,,34427.0,closed,0.88
0001688804-0001688804-25-000007-Series #BAYC9159,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #BAYC9159,Number 9159 Bored Ape Yacht Club NFT with a Leather Jacket,5.0,39000.0,,2488.0,closed,0.88
0001688804-0001688804-25-000007-Series #FANTASY7,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #FANTASY7,1997 PlayStation1 Final Fantasy VII,4.0,10000.0,,3468.0,closed,0.88
0001688804-0001688804-25-000007-Series #SURFER4,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #SURFER4,1969 Silver Surfer #4 Comic Book published by Marvel graded CGC 9.8,8.0,10000.0,,10800.0,closed,0.88
0001688804-0001688804-25-000007-Series #OHTANI1,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #OHTANI1,2018 Bowman Chrome Shohei Ohtani Orange Refractors Pitching Autographed Rookie Card graded BGS 9.5,9.0,10000.0,,6919.0,exit,0.88
0001688804-0001688804-25-000007-Series #OHTANI2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #OHTANI2,2018 Bowman Chrome Shohei Ohtani Orange Refractors Batting Autographed Rookie Card graded BGS 9.5,8.0,9125.0,,6123.0,exit,0.88
0001688804-0001688804-25-000007-Series #WILT100,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #WILT100,1962 Ticket Stub from Wilt Chamberlain’s 100-Point Game graded PSA 3,10.0,11500.0,,12349.0,closed,0.88
0001688804-0001688804-25-000007-Series #PENGUIN,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #PENGUIN,1941 Detective Comics #58 Comic Book published by D.C. Comics graded CGC 8.0,6.0,10000.0,,6019.0,closed,0.88
0001688804-0001688804-25-000007-Series #KARUIZAWA,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #KARUIZAWA,50 Year Old Karuizawa Aqua of Life Single Malt Whisky,5.0,13000.0,,5382.0,closed,0.88
0001688804-0001688804-25-000007-Series #KOMBAT,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #KOMBAT,1993 SNES Mortal Combat Video Game graded Wata 9.8 A+,9.0,10000.0,,8267.0,closed,0.88
0001688804-0001688804-25-000007-Series #APPLELISA,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #APPLELISA,Fully Functioning 1983 Apple Lisa Computer with Original Twiggy Floppy Drives,11.0,10000.0,,11488.0,closed,0.88
0001688804-0001688804-25-000007-Series #98MANNING,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #98MANNING,1998 SP Authentic #14 Peyton Manning Rookie Card graded BGS 10,11.0,2000.0,,1642.0,closed,0.88
0001688804-0001688804-25-000007-Series #GIJOE,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #GIJOE,1983 Hasbro G.I. Joe: Cobra Commander Action Figure graded AFA 95,9.0,5000.0,,5755.0,closed,0.88
0001688804-0001688804-25-000007-Series #BEATLES1,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #BEATLES1,1962 The Beatles Signed “Love Me Do” Single,4.0,6000.0,,1821.0,closed,0.88
0001688804-0001688804-25-000007-Series #SQUIG5847,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #SQUIG5847,Number 5847 Art Blocks Chromie Squiggle NFT,11.0,6000.0,,8100.0,closed,0.88
0001688804-0001688804-25-000007-Series #PACQUIAO,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #PACQUIAO,1999 World Boxing #143 Manny Pacquiao Rookie Card graded PSA 10,8.5,2000.0,,1548.0,closed,0.88
0001688804-0001688804-25-000007-Series #83JOBS,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #83JOBS,1983 Steve Jobs Leather Jacket Worn in Picture of Jobs Giving the Middle Finger outside the IBM Building,7.5,10000.0,,5621.0,closed,0.88
0001688804-0001688804-25-000007-Series #BATMAN181,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #BATMAN181,1966 Batman #181 Comic Book published by D.C. Comics graded CGC 9.6,10.0,5000.0,,7361.0,closed,0.88
0001688804-0001688804-25-000007-Series #HOBBIT,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #HOBBIT,1937 First Edition copy of The Hobbit by J. R. R. Tolkien,8.0,10000.0,,9150.0,exit,0.88
0001688804-0001688804-25-000007-Series #PUNK5883,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #PUNK5883,Number 5883 Male CryptoPunk NFT,15.0,40000.0,,28900.0,closed,0.88
0001688804-0001688804-25-000007-Series #POPEYE,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #POPEYE,1986 NES Popeye Video Game graded Wata 9.4 A+,10.0,11000.0,,17443.0,closed,0.88
0001688804-0001688804-25-000007-Series #SMB2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #SMB2,1988 NES Super Mario Bros. 2 Video Game graded Wata 9.6 A++,15.0,20000.0,,14118.0,closed,0.88
0001688804-0001688804-25-000007-Series #OBIWAN,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #OBIWAN,1978 Kenner Star Wars Ben (Obi-Wan) Kenobi Action Figure graded AFA 85,6.0,2000.0,,749.0,closed,0.88
0001688804-0001688804-25-000007-Series #HAMILTON1,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #HAMILTON1,2020 Topps Dynasty Triple Relic #ILH Lewis Hamilton Autographed Patch Card graded PSA 10,7.0,5000.0,,4718.0,closed,0.88
0001688804-0001688804-25-000007-Series #GIANNIS2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #GIANNIS2,2013 Panini National Treasures #130 Giannis Antetokounmpo Signed Jersey Patch Rookie Card graded BGS GEM MINT 9.5,10.0,41500.0,,44784.0,closed,0.88
0001688804-0001688804-25-000007-Series #03SERENA,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #03SERENA,2003 NetPro International Series #2A Serena Williams Autographed Patch Rookie Card graded BGS 8,10.0,8500.0,,7880.0,closed,0.88
0001688804-0001688804-25-000007-Series #86BONDS,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #86BONDS,1986 Topps Traded TIffany #11T Barry Bonds Rookie Card graded PSA GEM MT 10,4.0,2000.0,,319.0,closed,0.88
0001688804-0001688804-25-000007-Series #MOBYDICK,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #MOBYDICK,1851 First Edition copy of Moby Dick by Herman Melville,7.0,10000.0,,8037.0,closed,0.88
0001688804-0001688804-25-000007-Series #IPADPROTO,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #IPADPROTO,2009 Apple Prototype 1st Generation iPad,6.5,2000.0,,1537.0,exit,0.88
0001688804-0001688804-25-000007-Series #BAYC4612,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #BAYC4612,Number 4612 Bored Ape Yacht Club NFT with Laser Eyes,7.0,100000.0,,27150.0,closed,0.88
0001688804-0001688804-25-000007-Series #FORTNITE,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #FORTNITE,2017 PlayStation 4 Fortnite Video Game graded Wata 9.8 A+,8.0,2000.0,,1464.0,closed,0.88
0001688804-0001688804-25-000007-Series #IROBOT,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #IROBOT,"1950 First Edition copy of I, Robot by Isaac Asimov",8.0,1000.0,,1688.0,closed,0.88
0001688804-0001688804-25-000007-Series #05RODGERS,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #05RODGERS,2005 SP Authentic #252 Aaron Rodgers Autographed Jersey Rookie Card graded BGS 9.5,8.0,7000.0,,4340.0,closed,0.88
0001688804-0001688804-25-000007-Series #18OSAKA,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #18OSAKA,2018 Sports Illustrated For Kids Naomi Osaka Rookie Card graded PSA 9,5.0,2600.0,,1723.0,closed,0.88
0001688804-0001688804-25-000007-Series #LEICAGOLD,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #LEICAGOLD,1996 Leica M6 Gold ’King of Thailand' Camera in Condition ‘A’,8.0,4000.0,,2824.0,closed,0.88
0001688804-0001688804-25-000007-Series #IOMMI,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #IOMMI,2019 Gibson Tony Iommi 1964 “Monkey SG” Prototype Guitar,10.0,6500.0,,13250.0,closed,0.88
0001688804-0001688804-25-000007-Series #MARIO64,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #MARIO64,1996 Nintendo 64 Super Mario 64 Video Game graded Wata 9.6 A++,10.0,12500.0,,20090.0,closed,0.88
0001688804-0001688804-25-000007-Series #GWTW,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #GWTW,1936 First Edition Inscribed copy of Gone With the Wind by Margaret Mitchell,5.0,5000.0,,2400.0,closed,0.88
0001688804-0001688804-25-000007-Series #NEWWORLD,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #NEWWORLD,1932 First Edition copy of Brave New World by Aldous Huxley,7.0,2000.0,,2003.0,closed,0.88
0001688804-0001688804-25-000007-Series #JAWA,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #JAWA,1978 Kenner Star Wars Vinyl Cape Jawa Action Figure graded AFA 80,3.0,9000.0,,535.0,closed,0.88
0001688804-0001688804-25-000007-Series #GWLETTER,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #GWLETTER,1780 George Washington Handwritten Letter to his Director of Intelligence,20.0,7500.0,,11743.0,closed,0.88
0001688804-0001688804-25-000007-Series #MARIOKART,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #MARIOKART,1996 Nintendo 64 Mario Kart 64 Video Game graded Wata 9.4 A+,15.0,5000.0,,6964.0,closed,0.88
0001688804-0001688804-25-000007-Series #96KOBE2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #96KOBE2,1996 Topps Chrome Refractor #138 Kobe Bryant Rookie Card graded PSA GEM MT 10,10.0,22500.0,,5777.0,closed,0.88
0001688804-0001688804-25-000007-Series #BAYC8827,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #BAYC8827,Number 8827 Bored Ape Yacht Club NFT with Trippy Fur,10.0,82000.0,,35050.0,closed,0.88
0001688804-0001688804-25-000007-Series #SHOWCASE4,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #SHOWCASE4,1956 Showcase #4 Comic Book published by D.C. Comics graded CGC 7.5,7.0,11000.0,,7601.0,closed,0.88
0001688804-0001688804-25-000007-Series #MACALLAN2,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #MACALLAN2,40 Year Old Macallan Sherry Oak 2016 Release Single Malt Scotch Whisky,6.0,5000.0,,340.0,closed,0.88
0001688804-0001688804-25-000007-Series #DOOD6921,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #DOOD6921,Number 6921 Doodle NFT,4.0,11000.0,,3460.0,closed,0.88
0001688804-0001688804-25-000007-Series #92TIGER,0001688804,0001688804-25-000007,1-SA,2025-09-29,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Series #92TIGER,1992 Nissan L.A. Open Tiger Woods Debut Ticket graded PSA 6,7.0,10000.0,,4018.0,closed,0.88
