comp_id,category,subcategory,asset_id,source,source_url,date,price_usd,currency,condition,exactness_score,source_confidence,price_type,source_access,venue,auction_name,lot_id,brand,model,reference,size,material,color,hardware,year,title,auction_url,lot_url,raw_text_path,confidence_score,estimate_low_usd,estimate_high_usd,buyer_premium_included,notes
sothebys-handbags-accessories-91,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,16510.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,91,Hermes,Birkin,,30.0,Clemence,Bleu Encre,,,"Bleu Encre Clèmence Birkin 30 Gold Hardware, 2018",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,12000.0,18000.0,True,"Bleu Encre Clèmence Birkin 30 Gold Hardware, 2018"
sothebys-handbags-accessories-93,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,11430.0,USD,,0.83,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,93,Hermes,Kelly,,50.0,,Bleu De Malte Novillo Voyage,,,"Bleu De Malte Novillo Voyage Kelly 50 Retourné Palladium Hardware, 2021",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.83,9000.0,14000.0,True,"Bleu De Malte Novillo Voyage Kelly 50 Retourné Palladium Hardware, 2021"
sothebys-handbags-accessories-94,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,10795.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,94,Hermes,Kelly,,25.0,Swift,Bleu Saphir,,,"Bleu Saphir Swift Kelly 25 Retourné Palladium Hardware, 2010",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,13000.0,18000.0,True,"Bleu Saphir Swift Kelly 25 Retourné Palladium Hardware, 2010"
sothebys-handbags-accessories-95,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,7620.0,USD,,0.83,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,95,Hermes,Birkin,,35.0,,Bleu Encre Novillo,,,"Bleu Encre Novillo Birkin 35 Gold Hardware, 2011",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.83,6000.0,8000.0,True,"Bleu Encre Novillo Birkin 35 Gold Hardware, 2011"
sothebys-handbags-accessories-97,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,15240.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,97,Hermes,Kelly,,28.0,Epsom,Bleu Electrique,,,"Bleu Electrique Epsom and Rouge Vif Verso HSS Kelly 28 Sellier Permabrass Hardware, 2017",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,10000.0,18000.0,True,"Bleu Electrique Epsom and Rouge Vif Verso HSS Kelly 28 Sellier Permabrass Hardware, 2017"
sothebys-handbags-accessories-103,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,12700.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,103,Hermes,Birkin,,30.0,Clemence,Raisin,,,"Raisin Clèmence Birkin 30 Gold Hardware, 2014",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,10000.0,16000.0,True,"Raisin Clèmence Birkin 30 Gold Hardware, 2014"
sothebys-handbags-accessories-105,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,8890.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,105,Hermes,Kelly,,28.0,Box,Rouge H,,,"Vintage Rouge H Box and Toile Kelly 28 Retourné Gold Hardware, 1950",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,5000.0,9000.0,True,"Vintage Rouge H Box and Toile Kelly 28 Retourné Gold Hardware, 1950"
sothebys-handbags-accessories-106,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,7620.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,106,Hermes,Kelly,,35.0,Box,Rouge H,,,"Vintage Rouge H Box Kelly 35 Sellier Gold Hardware, 1992",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,4000.0,8000.0,True,"Vintage Rouge H Box Kelly 35 Sellier Gold Hardware, 1992"
sothebys-handbags-accessories-107,handbags,"Marron Foncè Buffalo Cabana Tote Palladium Hardware, 2009",,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,3810.0,USD,,0.53,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,107,Hermes,,,,,"Marron Fonce Buffalo Cabana Tote Palladium Hardware, 2009",,,"Marron Foncè Buffalo Cabana Tote Palladium Hardware, 2009",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.53,4000.0,6000.0,True,"Marron Foncè Buffalo Cabana Tote Palladium Hardware, 2009"
sothebys-handbags-accessories-108,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,25400.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,108,Hermes,Birkin,,35.0,Niloticus Crocodile,Fauve Matte,,,"Fauve Matte Niloticus Crocodile Birkin 35 Palladium Hardware, 2011",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,18000.0,28000.0,True,"Fauve Matte Niloticus Crocodile Birkin 35 Palladium Hardware, 2011"
sothebys-handbags-accessories-109,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,53340.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,109,Hermes,Birkin,,25.0,Niloticus Crocodile,Havane Shiny,,,"Havane Shiny Niloticus Crocodile Birkin 25 Gold Hardware, 2011",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,40000.0,60000.0,True,"Havane Shiny Niloticus Crocodile Birkin 25 Gold Hardware, 2011"
sothebys-handbags-accessories-111,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,44450.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,111,Hermes,Birkin,,30.0,Porosus Crocodile,Gris Elephant Matte,,,"Gris Eléphant Matte Porosus Crocodile Birkin 30 Gold Hardware, 2022",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,32000.0,50000.0,True,"Gris Eléphant Matte Porosus Crocodile Birkin 30 Gold Hardware, 2022"
sothebys-handbags-accessories-112,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,10160.0,USD,,0.83,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,112,Hermes,Birkin,,35.0,,Noisette Courchevel,,,"Noisette Courchevel Birkin 35 Gold Hardware, 2002",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.83,8000.0,14000.0,True,"Noisette Courchevel Birkin 35 Gold Hardware, 2002"
sothebys-handbags-accessories-113,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,8255.0,USD,,0.83,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,113,Hermes,Kelly,,32.0,,Gold Courchevel,,,"Vintage Gold Courchevel Kelly 32 Sellier Gold Hardware, 1995",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.83,5000.0,8000.0,True,"Vintage Gold Courchevel Kelly 32 Sellier Gold Hardware, 1995"
sothebys-handbags-accessories-114,handbags,"Gold Clèmence Picotin Lock 18 Palladium Hardware, 2022",,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,6350.0,USD,,0.61,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,114,Hermes,,,,Clemence,Gold,,,"Gold Clèmence Picotin Lock 18 Palladium Hardware, 2022",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.61,4000.0,6000.0,True,"Gold Clèmence Picotin Lock 18 Palladium Hardware, 2022"
sothebys-handbags-accessories-115,handbags,"Limited Edition Gold Swift and Ecru Toile Cargo Picotin Lock 18 Gold Hardware, 2025",,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,11430.0,USD,,0.61,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,115,Hermes,,,,Swift,Gold,,,"Limited Edition Gold Swift and Ecru Toile Cargo Picotin Lock 18 Gold Hardware, 2025",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.61,4000.0,6000.0,True,"Limited Edition Gold Swift and Ecru Toile Cargo Picotin Lock 18 Gold Hardware, 2025"
sothebys-handbags-accessories-116,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,4445.0,USD,,0.83,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,116,Hermes,Kelly,,32.0,,Gold Courchevel and Ecru Crinoline,,,"Vintage Gold Courchevel and Ecru Crinoline Kelly 32 Sellier Gold Hardware, 1983",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.83,4000.0,6000.0,True,"Vintage Gold Courchevel and Ecru Crinoline Kelly 32 Sellier Gold Hardware, 1983"
sothebys-handbags-accessories-118,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,24130.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,118,Hermes,Kelly,,20.0,Epsom,Etoupe,,,"Etoupe Epsom Mini Kelly 20 II Palladium Hardware, 2024",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,16000.0,22000.0,True,"Etoupe Epsom Mini Kelly 20 II Palladium Hardware, 2024"
sothebys-handbags-accessories-119,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,15240.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,119,Hermes,Birkin,,35.0,Togo,Etoupe,,,"Etoupe Togo Birkin 35 Palladium Hardware, 2019",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,9000.0,14000.0,True,"Etoupe Togo Birkin 35 Palladium Hardware, 2019"
sothebys-handbags-accessories-120,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,10795.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,120,Hermes,Birkin,,35.0,Togo,Gris Tourterelle,,,"Gris Tourterelle Togo Birkin 35 Palladium Hardware, 2007",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,7000.0,14000.0,True,"Gris Tourterelle Togo Birkin 35 Palladium Hardware, 2007"
sothebys-handbags-accessories-121,handbags,Birkin,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,10160.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,121,Hermes,Birkin,,35.0,Epsom,Gris Etain and Bleu Thalassa Verso,,,"Gris Etain and Bleu Thalassa Verso Epsom Birkin 35 Palladium Hardware, 2011",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,7000.0,12000.0,True,"Gris Etain and Bleu Thalassa Verso Epsom Birkin 35 Palladium Hardware, 2011"
sothebys-handbags-accessories-122,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,25400.0,USD,,0.9099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,122,Hermes,Kelly,,20.0,Epsom,Gris Aslphalte,,,"Gris Aslphalte Epsom Mini Kelly 20 II Gold Hardware, 2019",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.9099999999999999,15000.0,22000.0,True,"Gris Aslphalte Epsom Mini Kelly 20 II Gold Hardware, 2019"
sothebys-handbags-accessories-123,handbags,Kelly,,Sothebys,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,2025-12-15,13970.0,USD,,0.8099999999999999,0.7,realized_with_premium,user_export,New York,Handbags & Accessories,123,Hermes,Kelly,,,Ostrich,Gris Tourterelle,,,"Gris Tourterelle Ostrich Kelly Pochette Palladium Hardware, 2009",,https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en,,0.8099999999999999,10000.0,16000.0,True,"Gris Tourterelle Ostrich Kelly Pochette Palladium Hardware, 2009"
