date,universe,category,weighting_method,rebalance_frequency,index_level,portfolio_value,invested_asset_value,cash_value,pending_settlement_value,eligible_constituent_count,active_constituent_count,exited_constituent_count,realized_exit_proceeds,period_return,cumulative_return,rebalance_flag,calculation_version,drawdown,calculated_at
2017-04-13,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-04-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-05-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-06-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-07-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-08-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-09-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-10-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-11-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-12-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-01-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-02-28,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-03-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-04-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-05-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-06-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-07-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-08-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-09-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-10-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-11-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-12-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-01-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-02-28,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-03-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-04-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,1,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-05-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-06-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-07-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-08-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-09-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,2,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-10-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,2,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-11-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,5,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2019-12-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,5,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-01-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,5,0,4,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-02-29,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,6,0,5,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-03-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,6,0,5,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-04-30,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,7,0,5,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-05-31,full_market,all,equal_weight,monthly,100.0,100.0,0.0,100.0,0,8,0,6,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-06-30,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,10,1,7,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-07-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,10,1,7,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-08-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,10,1,7,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-09-30,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,100,1,8,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-10-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,101,1,9,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-11-30,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,106,1,9,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2020-12-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,108,1,11,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-01-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,112,1,11,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-02-28,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,113,1,12,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-03-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,114,1,12,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-04-30,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,116,1,12,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-05-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,117,2,12,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-06-30,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,117,2,17,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-07-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,117,2,22,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-08-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,118,2,25,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-09-30,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,119,3,25,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-10-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,120,3,25,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-11-30,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,122,3,26,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2021-12-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,122,3,26,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2022-01-31,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,123,5,31,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2022-02-28,full_market,all,equal_weight,monthly,100.0,100.0,100.0,0.0,0,124,5,32,0.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2022-03-31,full_market,all,equal_weight,monthly,100.00000000000003,100.00000000000001,100.00000000000001,0.0,0,124,6,33,0.0,2.220446049250313e-16,2.220446049250313e-16,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2022-04-30,full_market,all,equal_weight,monthly,100.00000000000003,100.00000000000001,100.00000000000001,0.0,0,124,6,35,0.0,0.0,2.220446049250313e-16,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2022-05-31,full_market,all,equal_weight,monthly,100.00000000000003,100.00000000000001,100.00000000000001,0.0,0,124,6,35,0.0,0.0,2.220446049250313e-16,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2022-06-30,full_market,all,equal_weight,monthly,95.08874522879685,95.08874522879684,95.08874522879684,0.0,0,192,11,37,0.0,-0.04911254771203177,-0.04911254771203144,True,total_return_index_v1,-0.04911254771203177,2026-07-17T23:17:26.908450+00:00
2022-07-31,full_market,all,equal_weight,monthly,95.08874522879685,95.08874522879684,95.08874522879684,0.0,0,193,11,40,0.0,0.0,-0.04911254771203144,True,total_return_index_v1,-0.04911254771203177,2026-07-17T23:17:26.908450+00:00
2022-08-31,full_market,all,equal_weight,monthly,95.08874522879685,95.08874522879684,95.08874522879684,0.0,0,194,11,41,0.0,0.0,-0.04911254771203144,True,total_return_index_v1,-0.04911254771203177,2026-07-17T23:17:26.908450+00:00
2022-09-30,full_market,all,equal_weight,monthly,97.81471406748672,97.8147140674867,97.8147140674867,0.0,0,217,13,41,0.0,0.028667628667628398,-0.021852859325132812,True,total_return_index_v1,-0.021852859325133145,2026-07-17T23:17:26.908450+00:00
2022-10-31,full_market,all,equal_weight,monthly,97.8147140674867,97.81471406748669,97.81471406748669,0.0,0,217,13,43,0.0,-1.1102230246251565e-16,-0.021852859325132923,True,total_return_index_v1,-0.021852859325133256,2026-07-17T23:17:26.908450+00:00
2022-11-30,full_market,all,equal_weight,monthly,97.81471406748668,97.81471406748666,97.81471406748666,0.0,0,217,13,43,0.0,-3.3306690738754696e-16,-0.021852859325133256,True,total_return_index_v1,-0.021852859325133478,2026-07-17T23:17:26.908450+00:00
2022-12-31,full_market,all,equal_weight,monthly,97.81471406748668,97.81471406748666,97.81471406748666,0.0,0,217,13,45,0.0,0.0,-0.021852859325133256,True,total_return_index_v1,-0.021852859325133478,2026-07-17T23:17:26.908450+00:00
2023-01-31,full_market,all,equal_weight,monthly,97.81471406748668,97.81471406748666,97.81471406748666,0.0,0,217,13,47,0.0,0.0,-0.021852859325133256,True,total_return_index_v1,-0.021852859325133478,2026-07-17T23:17:26.908450+00:00
2023-02-28,full_market,all,equal_weight,monthly,97.81471406748668,97.81471406748666,97.81471406748666,0.0,0,217,13,47,0.0,0.0,-0.021852859325133256,True,total_return_index_v1,-0.021852859325133478,2026-07-17T23:17:26.908450+00:00
2023-03-31,full_market,all,equal_weight,monthly,103.29277028412649,103.29277028412648,103.29277028412648,0.0,0,217,14,48,0.0,0.056004418853182525,0.032927702841264894,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2023-04-30,full_market,all,equal_weight,monthly,103.29277028412649,103.29277028412648,103.29277028412648,0.0,0,217,14,49,0.0,0.0,0.032927702841264894,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2023-05-31,full_market,all,equal_weight,monthly,103.29277028412649,103.29277028412648,103.29277028412648,0.0,0,217,14,50,0.0,0.0,0.032927702841264894,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2023-06-30,full_market,all,equal_weight,monthly,101.99125205181564,101.99125205181562,101.99125205181562,0.0,0,217,20,50,0.0,-0.012600283918523858,0.019912520518156285,True,total_return_index_v1,-0.012600283918523858,2026-07-17T23:17:26.908450+00:00
2023-07-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,217,20,50,0.0,-1.1102230246251565e-16,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2023-08-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,217,20,51,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2023-09-30,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,51,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2023-10-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,51,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2023-11-30,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,51,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2023-12-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,62,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-01-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,64,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-02-29,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,66,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-03-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,70,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-04-30,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,72,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-05-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,73,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-06-30,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,75,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-07-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,75,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-08-31,full_market,all,equal_weight,monthly,101.99125205181562,101.99125205181561,101.99125205181561,0.0,0,228,20,82,0.0,0.0,0.019912520518156285,True,total_return_index_v1,-0.012600283918523969,2026-07-17T23:17:26.908450+00:00
2024-09-30,full_market,all,equal_weight,monthly,103.90903627843093,103.9090362784309,103.9090362784309,0.0,0,243,21,87,0.0,0.018803418803418515,0.03909036278430933,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2024-10-31,full_market,all,equal_weight,monthly,103.90903627843092,103.90903627843089,103.90903627843089,0.0,0,243,21,90,0.0,-1.1102230246251565e-16,0.03909036278430911,True,total_return_index_v1,-1.1102230246251565e-16,2026-07-17T23:17:26.908450+00:00
2024-11-30,full_market,all,equal_weight,monthly,103.90903627843088,103.90903627843085,103.90903627843085,0.0,0,243,21,91,0.0,-4.440892098500626e-16,0.03909036278430866,True,total_return_index_v1,-5.551115123125783e-16,2026-07-17T23:17:26.908450+00:00
2024-12-31,full_market,all,equal_weight,monthly,101.93019570066356,101.93019570066353,101.93019570066353,0.0,0,244,23,96,0.0,-0.019043970078452932,0.019301957006635506,True,total_return_index_v1,-0.019043970078453487,2026-07-17T23:17:26.908450+00:00
2025-01-31,full_market,all,equal_weight,monthly,101.93019570066356,101.93019570066353,101.93019570066353,0.0,0,244,23,96,0.0,0.0,0.019301957006635506,True,total_return_index_v1,-0.019043970078453487,2026-07-17T23:17:26.908450+00:00
2025-02-28,full_market,all,equal_weight,monthly,101.93019570066356,101.93019570066353,101.93019570066353,0.0,0,244,23,96,0.0,0.0,0.019301957006635506,True,total_return_index_v1,-0.019043970078453487,2026-07-17T23:17:26.908450+00:00
2025-03-31,full_market,all,equal_weight,monthly,98.3020378389345,98.30203783893447,98.30203783893447,0.0,0,244,23,97,0.0,-0.035594534443785464,-0.016979621610655027,True,total_return_index_v1,-0.05396064327333505,2026-07-17T23:17:26.908450+00:00
2025-04-30,full_market,all,equal_weight,monthly,98.30203783893452,98.30203783893448,98.30203783893448,0.0,0,244,23,98,0.0,2.220446049250313e-16,-0.016979621610654805,True,total_return_index_v1,-0.05396064327333472,2026-07-17T23:17:26.908450+00:00
2025-05-31,full_market,all,equal_weight,monthly,98.30203783893455,98.3020378389345,98.3020378389345,0.0,0,244,23,100,0.0,2.220446049250313e-16,-0.01697962161065447,True,total_return_index_v1,-0.053960643273334497,2026-07-17T23:17:26.908450+00:00
2025-06-30,full_market,all,equal_weight,monthly,97.29660628762915,97.29660628762909,97.29660628762909,0.0,0,244,23,100,0.0,-0.010227982790680157,-0.027033937123708496,True,total_return_index_v1,-0.06363671753324085,2026-07-17T23:17:26.908450+00:00
2025-07-31,full_market,all,equal_weight,monthly,97.29660628762915,97.29660628762909,97.29660628762909,0.0,0,244,23,100,0.0,0.0,-0.027033937123708496,True,total_return_index_v1,-0.06363671753324085,2026-07-17T23:17:26.908450+00:00
2025-08-31,full_market,all,equal_weight,monthly,97.29660628762915,97.29660628762909,97.29660628762909,0.0,0,244,23,101,0.0,0.0,-0.027033937123708496,True,total_return_index_v1,-0.06363671753324085,2026-07-17T23:17:26.908450+00:00
2025-09-30,full_market,all,equal_weight,monthly,97.51305795914956,97.5130579591495,97.5130579591495,0.0,0,545,24,103,0.0,0.0022246579791338483,-0.024869420408504372,True,total_return_index_v1,-0.06155362948553322,2026-07-17T23:17:26.908450+00:00
2025-10-31,full_market,all,equal_weight,monthly,97.51305795914963,97.51305795914956,97.51305795914956,0.0,0,545,24,103,0.0,6.661338147750939e-16,-0.024869420408503706,True,total_return_index_v1,-0.06155362948553256,2026-07-17T23:17:26.908450+00:00
2025-11-30,full_market,all,equal_weight,monthly,97.51305795914966,97.51305795914958,97.51305795914958,0.0,0,545,24,103,0.0,2.220446049250313e-16,-0.024869420408503373,True,total_return_index_v1,-0.061553629485532224,2026-07-17T23:17:26.908450+00:00
2025-12-31,full_market,all,equal_weight,monthly,96.76587823513563,96.76587823513555,96.76587823513555,0.0,0,545,24,103,0.0,-0.00766235558243944,-0.03234121764864373,True,total_return_index_v1,-0.06874433927146384,2026-07-17T23:17:26.908450+00:00
2026-01-31,full_market,all,equal_weight,monthly,96.76587823513557,96.76587823513549,96.76587823513549,0.0,0,545,24,104,0.0,-5.551115123125783e-16,-0.03234121764864428,True,total_return_index_v1,-0.0687443392714644,2026-07-17T23:17:26.908450+00:00
2026-02-28,full_market,all,equal_weight,monthly,96.76587823513556,96.76587823513547,96.76587823513547,0.0,0,545,24,104,0.0,-1.1102230246251565e-16,-0.032341217648644394,True,total_return_index_v1,-0.0687443392714645,2026-07-17T23:17:26.908450+00:00
2026-03-31,full_market,all,equal_weight,monthly,98.9520406649518,98.9520406649517,98.9520406649517,0.0,0,545,24,104,0.0,0.0225922863481276,-0.010479593350482097,True,total_return_index_v1,-0.04770514472097065,2026-07-17T23:17:26.908450+00:00
2026-04-30,full_market,all,equal_weight,monthly,98.9520406649518,98.9520406649517,98.9520406649517,0.0,0,545,24,104,0.0,0.0,-0.010479593350482097,True,total_return_index_v1,-0.04770514472097065,2026-07-17T23:17:26.908450+00:00
2026-05-31,full_market,all,equal_weight,monthly,98.9520406649518,98.9520406649517,98.9520406649517,0.0,0,545,24,104,0.0,0.0,-0.010479593350482097,True,total_return_index_v1,-0.04770514472097065,2026-07-17T23:17:26.908450+00:00
2026-06-30,full_market,all,equal_weight,monthly,100.88264986066541,100.8826498606653,100.8826498606653,0.0,0,545,27,104,0.0,0.019510554635761235,0.008826498606654187,True,total_return_index_v1,-0.029125343917694724,2026-07-17T23:17:26.908450+00:00
2026-07-02,full_market,all,equal_weight,monthly,99.16892478176393,99.16892478176382,99.16892478176382,0.0,0,545,27,104,0.0,-0.016987312300662194,-0.008310752182360659,False,total_return_index_v1,-0.04561789490536283,2026-07-17T23:17:26.908450+00:00
2017-04-13,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-04-30,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-05-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-06-30,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-07-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-08-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-09-30,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-10-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-11-30,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2017-12-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-01-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-02-28,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-03-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-04-30,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-05-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-06-30,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-07-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-08-31,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
2018-09-30,full_market,all,market_cap_weight,monthly,100.0,100.0,0.0,100.0,0,0,0,0,100.0,0.0,0.0,True,total_return_index_v1,0.0,2026-07-17T23:17:26.908450+00:00
