exit_id,asset_id,series_name,sale_price,sale_date,realized_return,source_url,source_confidence
exit-0001688804-0001768126-24-000021,,Series #06FG1,120000.0,2024-12-26,,https://www.sec.gov/Archives/edgar/data/1688804/000176812624000021/series54aaronform1u.htm,0.8
exit-0001688804-0001688804-24-000013,,SERIES #94LD1,975000.0,2024-10-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000013/series94ld1form1u.htm,0.8
exit-0001688804-0001688804-24-000011,,SERIES #99LE1,85000.0,2024-10-02,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000011/series99le1form1u.htm,0.8
exit-0001688804-0001688804-24-000010,,Series #77LE1,185000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.8
exit-0001688804-0001688804-24-000010-85FT1,,Series #85FT1,185000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-88LJ1,,Series #88LJ1,135000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-95BL1,,Series #95BL1,130000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-89PS1,,Series #89PS1,245000.0,2022-07-20,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-06FS1,,Series #06FS1,227500.0,2019-05-06,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-02AX1,,Series #02AX1,137000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-99LE1,,Series #99LE1,85000.0,2024-08-22,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
