asset_id,ticker,comp_id,rank,similarity_score,matched_fields,realized_price_usd,sale_date,source,title,lot_url
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-109,2,0.25,brand,53340.0,2025-12-15,Sothebys,"Havane Shiny Niloticus Crocodile Birkin 25 Gold Hardware, 2011",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-111,3,0.25,brand,44450.0,2025-12-15,Sothebys,"Gris Eléphant Matte Porosus Crocodile Birkin 30 Gold Hardware, 2022",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-62,4,0.25,brand,40640.0,2025-12-15,Sothebys,"Black Togo Birkin 35 Gold Hardware, 2022",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-76,5,0.25,brand,31750.0,2025-12-15,Sothebys,"Gris Pantin Togo Birkin 25 Gold Hardware, 2025",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-60,6,0.25,brand,27940.0,2026-02-12,Sothebys,"Gold Togo Birkin 25 Gold Hardware, 2021",https://www.sothebys.com/en/buy/auction/2026/handbags-accessories?locale=en&lotFilter=AllLots
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-65,7,0.25,brand,25400.0,2026-02-12,Sothebys,"Black and Rouge H Chèvre Mysore HSS Kelly 25 Sellier Gold Hardware, 2024",https://www.sothebys.com/en/buy/auction/2026/handbags-accessories?locale=en&lotFilter=AllLots
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-70,8,0.25,brand,25400.0,2025-12-15,Sothebys,"18K White Gold and Diamond Précieux Kelly Pendant Necklace, 2023",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-108,9,0.25,brand,25400.0,2025-12-15,Sothebys,"Fauve Matte Niloticus Crocodile Birkin 35 Palladium Hardware, 2011",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-122,10,0.25,brand,25400.0,2025-12-15,Sothebys,"Gris Aslphalte Epsom Mini Kelly 20 II Gold Hardware, 2019",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-118,11,0.25,brand,24130.0,2025-12-15,Sothebys,"Etoupe Epsom Mini Kelly 20 II Palladium Hardware, 2024",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
